com.samsung.shealth.tracker.pedometer_day_summary,6211031,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
3254,5fae26bd-588e-46d3-b9b2-787f5c796f39.binning_data.json,1721773,8000,26,2021-06-12 04:00:04.299,com.sec.android.app.shealth,2021-06-12 04:00:04.299,,1.5278486,2630.6086,167.96417,3228,j9zBUHWfhn,com.sec.android.app.shealth,0,5fae26bd-588e-46d3-b9b2-787f5c796f39.achievement.json,5fae26bd-588e-46d3-b9b2-787f5c796f39,1623369600000,
3596,a5bc82b9-4cbe-4677-af5e-337f03630f49.binning_data.json,1997317,8000,3,2021-02-26 02:49:02.853,com.sec.android.app.shealth,2021-02-25 13:35:06.402,a5bc82b9-4cbe-4677-af5e-337f03630f49.source_info.json,1.4370768,2870.2983,182.61288,3593,VfS0qUERdZ,com.sec.android.app.shealth,0,a5bc82b9-4cbe-4677-af5e-337f03630f49.achievement.json,a5bc82b9-4cbe-4677-af5e-337f03630f49,1614211200000,
920,a06f2706-5317-40ac-9b31-bc47d978b9b4.binning_data.json,601099,8000,2,2020-12-31 05:00:02.048,com.sec.android.app.shealth,2020-12-31 05:00:02.048,,1.176236,707.03467,46.458923,918,Idp7XEd6un,com.sec.android.app.shealth,0,a06f2706-5317-40ac-9b31-bc47d978b9b4.achievement.json,a06f2706-5317-40ac-9b31-bc47d978b9b4,1609286400000,
1918,94ca5a32-bb73-4566-99aa-2156fa6c328d.binning_data.json,1110709,8000,22,2021-02-22 13:18:17.956,com.sec.android.app.shealth,2021-02-21 14:22:10.519,94ca5a32-bb73-4566-99aa-2156fa6c328d.source_info.json,1.3781223,1530.6932,97.91947,1896,VfS0qUERdZ,com.sec.android.app.shealth,0,94ca5a32-bb73-4566-99aa-2156fa6c328d.achievement.json,94ca5a32-bb73-4566-99aa-2156fa6c328d,1613865600000,
2064,7dcec394-687b-4ce6-95ff-a840c259a812.binning_data.json,1132300,8000,6,2021-06-13 04:00:04.185,com.sec.android.app.shealth,2021-06-13 04:00:04.185,,1.4447762,1635.9215,105.526405,2058,j9zBUHWfhn,com.sec.android.app.shealth,0,7dcec394-687b-4ce6-95ff-a840c259a812.achievement.json,7dcec394-687b-4ce6-95ff-a840c259a812,1623456000000,
14469,c5b52ca5-aa7e-4c1f-823f-fdb01aa52bdd.binning_data.json,7813481,8000,38,2021-05-16 04:00:11.733,com.sec.android.app.shealth,2021-05-16 04:00:11.733,,1.4739792,11516.908,730.45233,14431,j9zBUHWfhn,com.sec.android.app.shealth,0,c5b52ca5-aa7e-4c1f-823f-fdb01aa52bdd.achievement.json,c5b52ca5-aa7e-4c1f-823f-fdb01aa52bdd,1621036800000,
6854,5ff4e4f2-3c2e-451d-9982-29099096a72b.binning_data.json,3760495,8000,25,2021-05-18 12:29:48.501,com.sec.android.app.shealth,2021-05-17 12:32:59.683,5ff4e4f2-3c2e-451d-9982-29099096a72b.source_info.json,1.4513977,5457.9736,344.91827,6829,VfS0qUERdZ,com.sec.android.app.shealth,0,5ff4e4f2-3c2e-451d-9982-29099096a72b.achievement.json,5ff4e4f2-3c2e-451d-9982-29099096a72b,1621209600000,
4535,376dbf23-718c-433a-bcbe-9a4c00e24dda.binning_data.json,2429573,8000,20,2021-04-14 04:00:03.187,com.sec.android.app.shealth,2021-04-14 04:00:03.187,,1.4929708,3627.283,229.58098,4515,j9zBUHWfhn,com.sec.android.app.shealth,0,376dbf23-718c-433a-bcbe-9a4c00e24dda.achievement.json,376dbf23-718c-433a-bcbe-9a4c00e24dda,1618272000000,
2497,f9b42d7f-4611-4f4b-a3ab-2f3f736311ff.binning_data.json,1326572,6000,18,2020-12-09 05:00:05.242,com.sec.android.app.shealth,2020-12-09 05:00:05.242,,1.5312845,2031.36,128.88,2479,j9zBUHWfhn,com.sec.android.app.shealth,0,f9b42d7f-4611-4f4b-a3ab-2f3f736311ff.achievement.json,f9b42d7f-4611-4f4b-a3ab-2f3f736311ff,1607385600000,
6138,650da52c-a925-4afd-a040-dbb467fd1214.binning_data.json,3378709,8000,44,2021-04-27 04:00:03.604,com.sec.android.app.shealth,2021-04-26 04:00:03.185,,1.4598844,4932.5254,315.97714,6094,j9zBUHWfhn,com.sec.android.app.shealth,0,650da52c-a925-4afd-a040-dbb467fd1214.achievement.json,650da52c-a925-4afd-a040-dbb467fd1214,1619308800000,
1396,a117a18d-1846-48b2-baea-e46d5a5c10c7.binning_data.json,772786,8000,8,2021-06-01 12:40:40.862,com.sec.android.app.shealth,2021-05-31 14:26:14.919,a117a18d-1846-48b2-baea-e46d5a5c10c7.source_info.json,1.4703115,1136.2367,72.4026,1388,VfS0qUERdZ,com.sec.android.app.shealth,0,a117a18d-1846-48b2-baea-e46d5a5c10c7.achievement.json,a117a18d-1846-48b2-baea-e46d5a5c10c7,1622419200000,
760,a8265a2a-bfd4-42e5-9ec2-5b3c0ceb0a2c.binning_data.json,494417,8000,0,2021-06-01 04:00:01.679,com.sec.android.app.shealth,2021-06-01 04:00:01.679,,1.1815566,584.18164,38.328247,760,Idp7XEd6un,com.sec.android.app.shealth,0,a8265a2a-bfd4-42e5-9ec2-5b3c0ceb0a2c.achievement.json,a8265a2a-bfd4-42e5-9ec2-5b3c0ceb0a2c,1622419200000,
5423,b854d5b2-7319-4a85-a77c-cc205512571a.binning_data.json,2908089,6000,498,2020-11-14 14:34:18.866,com.sec.android.app.shealth,2020-11-13 12:30:54.237,b854d5b2-7319-4a85-a77c-cc205512571a.source_info.json,1.5540106,4519.202,305.30023,4925,VfS0qUERdZ,com.sec.android.app.shealth,0,b854d5b2-7319-4a85-a77c-cc205512571a.achievement.json,b854d5b2-7319-4a85-a77c-cc205512571a,1605225600000,
3863,2b1eef87-a149-4f36-bab1-61bb6888e40d.binning_data.json,2014962,8000,9,2021-01-06 12:33:36.453,com.sec.android.app.shealth,2021-01-05 13:31:10.468,2b1eef87-a149-4f36-bab1-61bb6888e40d.source_info.json,1.5450075,3113.1328,194.22942,3854,VfS0qUERdZ,com.sec.android.app.shealth,0,2b1eef87-a149-4f36-bab1-61bb6888e40d.achievement.json,2b1eef87-a149-4f36-bab1-61bb6888e40d,1609804800000,
5632,cf6b36a1-3c3a-43ab-a4b8-38339f454a42.binning_data.json,2892760,6000,21,2020-11-11 05:00:03.298,com.sec.android.app.shealth,2020-11-10 05:00:04.254,,1.5830739,4579.4526,284.15964,5611,j9zBUHWfhn,com.sec.android.app.shealth,0,cf6b36a1-3c3a-43ab-a4b8-38339f454a42.achievement.json,cf6b36a1-3c3a-43ab-a4b8-38339f454a42,1604880000000,
5074,340c020b-6056-40fa-aa84-a6c5a83fdeaa.binning_data.json,2799797,8000,18,2021-04-14 03:02:14.859,com.sec.android.app.shealth,2021-04-13 12:30:18.190,340c020b-6056-40fa-aa84-a6c5a83fdeaa.source_info.json,1.4438529,4042.4968,257.25586,5056,VfS0qUERdZ,com.sec.android.app.shealth,0,340c020b-6056-40fa-aa84-a6c5a83fdeaa.achievement.json,340c020b-6056-40fa-aa84-a6c5a83fdeaa,1618272000000,
5089,1e644be0-df5c-4490-a12a-86c133e4412a.binning_data.json,3127920,8000,18,2021-03-14 08:00:01.975,com.sec.android.app.shealth,2021-03-13 23:32:55.501,,1.2849447,4019.2043,258.51178,5071,Idp7XEd6un,com.sec.android.app.shealth,0,1e644be0-df5c-4490-a12a-86c133e4412a.achievement.json,1e644be0-df5c-4490-a12a-86c133e4412a,1615593600000,
2390,f2532d54-726a-4e2b-8d8f-3a5238ea42e9.binning_data.json,1372948,8000,6,2021-06-13 02:18:20.463,com.sec.android.app.shealth,2021-06-12 13:48:33.887,f2532d54-726a-4e2b-8d8f-3a5238ea42e9.source_info.json,1.3710823,1882.4254,122.04005,2384,VfS0qUERdZ,com.sec.android.app.shealth,0,f2532d54-726a-4e2b-8d8f-3a5238ea42e9.achievement.json,f2532d54-726a-4e2b-8d8f-3a5238ea42e9,1623456000000,
3344,ab15ce4c-f2c1-4dc5-9ecb-4bb16c797723.binning_data.json,1962398,6000,0,2020-11-23 05:00:01.934,com.sec.android.app.shealth,2020-11-23 05:00:01.934,,1.3339231,2617.6892,165.65242,3344,Idp7XEd6un,com.sec.android.app.shealth,0,ab15ce4c-f2c1-4dc5-9ecb-4bb16c797723.achievement.json,ab15ce4c-f2c1-4dc5-9ecb-4bb16c797723,1606003200000,
3888,35c5005c-3e73-45a2-8db0-d9dcf2e011f6.binning_data.json,2392651,8000,0,2020-12-29 05:00:02.319,com.sec.android.app.shealth,2020-12-29 05:00:02.319,,1.2708828,3040.779,192.69269,3888,Idp7XEd6un,com.sec.android.app.shealth,0,35c5005c-3e73-45a2-8db0-d9dcf2e011f6.achievement.json,35c5005c-3e73-45a2-8db0-d9dcf2e011f6,1609113600000,
6853,9d308c13-45ab-4e1b-8c91-454532a36b02.binning_data.json,3566002,8000,48,2021-01-07 12:42:31.066,com.sec.android.app.shealth,2021-01-06 12:35:00.497,9d308c13-45ab-4e1b-8c91-454532a36b02.source_info.json,1.5647181,5579.7896,350.8945,6805,VfS0qUERdZ,com.sec.android.app.shealth,0,9d308c13-45ab-4e1b-8c91-454532a36b02.achievement.json,9d308c13-45ab-4e1b-8c91-454532a36b02,1609891200000,
2863,0ab57187-b6c4-4f2f-a38c-4ac1ac00e84c.binning_data.json,1781306,8000,0,2021-02-07 06:20:15.994,com.sec.android.app.shealth,2021-02-07 06:20:15.994,,1.2497693,2226.2227,142.47375,2863,Idp7XEd6un,com.sec.android.app.shealth,0,0ab57187-b6c4-4f2f-a38c-4ac1ac00e84c.achievement.json,0ab57187-b6c4-4f2f-a38c-4ac1ac00e84c,1612569600000,
521,a9ce0e26-6688-4511-84d3-e51078009a50.binning_data.json,341647,8000,0,2021-03-26 04:00:01.648,com.sec.android.app.shealth,2021-03-26 04:00:01.648,,1.1691964,399.45312,26.155762,521,Idp7XEd6un,com.sec.android.app.shealth,0,a9ce0e26-6688-4511-84d3-e51078009a50.achievement.json,a9ce0e26-6688-4511-84d3-e51078009a50,1616630400000,
10044,5683a766-8153-4921-84fe-d5f94eea4a62.binning_data.json,5358583,6000,50,2020-11-23 12:34:44.737,com.sec.android.app.shealth,2020-11-22 15:28:06.451,5683a766-8153-4921-84fe-d5f94eea4a62.source_info.json,1.5021694,8049.501,505.4146,9994,VfS0qUERdZ,com.sec.android.app.shealth,0,5683a766-8153-4921-84fe-d5f94eea4a62.achievement.json,5683a766-8153-4921-84fe-d5f94eea4a62,1606003200000,
13280,265b1661-62e4-4593-9a8d-e9d909983b03.binning_data.json,6852410,8000,110,2021-07-19 12:25:10.700,com.sec.android.app.shealth,2021-07-18 13:01:33.689,265b1661-62e4-4593-9a8d-e9d909983b03.source_info.json,1.5772604,10808.034,680.68536,13170,VfS0qUERdZ,com.sec.android.app.shealth,0,265b1661-62e4-4593-9a8d-e9d909983b03.achievement.json,265b1661-62e4-4593-9a8d-e9d909983b03,1626566400000,
587,3faaff37-a956-4594-bf86-cff490951e8c.binning_data.json,376186,8000,0,2021-03-15 07:00:08.511,com.sec.android.app.shealth,2021-03-08 13:41:42.515,3faaff37-a956-4594-bf86-cff490951e8c.source_info.json,1.2066859,453.93915,29.461758,587,VfS0qUERdZ,com.sec.android.app.shealth,0,3faaff37-a956-4594-bf86-cff490951e8c.achievement.json,3faaff37-a956-4594-bf86-cff490951e8c,1615161600000,
2057,6f571810-6d39-452a-bcc6-d62322623219.binning_data.json,1139081,8000,13,2021-02-21 05:00:04.623,com.sec.android.app.shealth,2021-02-19 05:00:04.459,,1.4593316,1662.2979,105.596855,2044,j9zBUHWfhn,com.sec.android.app.shealth,0,6f571810-6d39-452a-bcc6-d62322623219.achievement.json,6f571810-6d39-452a-bcc6-d62322623219,1613606400000,
5111,16d28688-ccba-4250-8351-c5c7d2fb5a67.binning_data.json,2717101,8000,10,2021-02-18 03:40:39.326,com.sec.android.app.shealth,2021-02-17 13:26:27.586,16d28688-ccba-4250-8351-c5c7d2fb5a67.source_info.json,1.5118331,4107.804,258.48633,5101,VfS0qUERdZ,com.sec.android.app.shealth,0,16d28688-ccba-4250-8351-c5c7d2fb5a67.achievement.json,16d28688-ccba-4250-8351-c5c7d2fb5a67,1613520000000,
3456,f8b10d3a-e0ef-430d-ba4e-dfa8ebbf1444.binning_data.json,1918155,8000,41,2021-01-03 05:00:04.797,com.sec.android.app.shealth,2021-01-02 05:00:04.904,,1.4559903,2792.8162,178.52197,3415,j9zBUHWfhn,com.sec.android.app.shealth,0,f8b10d3a-e0ef-430d-ba4e-dfa8ebbf1444.achievement.json,f8b10d3a-e0ef-430d-ba4e-dfa8ebbf1444,1609459200000,
6962,e4bb318d-a1c8-47cd-9657-6d87f6e88f74.binning_data.json,3821567,8000,20,2021-05-23 04:00:03.912,com.sec.android.app.shealth,2021-05-22 04:00:04.335,,1.4549774,5560.2935,351.71625,6942,j9zBUHWfhn,com.sec.android.app.shealth,0,e4bb318d-a1c8-47cd-9657-6d87f6e88f74.achievement.json,e4bb318d-a1c8-47cd-9657-6d87f6e88f74,1621555200000,
1441,3c0281a3-c9de-49af-84d7-eb9c72bf3d29.binning_data.json,944907,8000,0,2021-02-17 05:00:02.083,com.sec.android.app.shealth,2021-02-17 05:00:02.083,,1.1779375,1113.0425,72.217575,1441,Idp7XEd6un,com.sec.android.app.shealth,0,3c0281a3-c9de-49af-84d7-eb9c72bf3d29.achievement.json,3c0281a3-c9de-49af-84d7-eb9c72bf3d29,1613433600000,
1714,a032da72-4259-4397-a38c-d6c5727b652e.binning_data.json,1179497,8000,0,2021-06-24 04:00:01.982,com.sec.android.app.shealth,2021-06-24 04:00:01.982,,1.1210617,1322.2893,86.03464,1714,Idp7XEd6un,com.sec.android.app.shealth,0,a032da72-4259-4397-a38c-d6c5727b652e.achievement.json,a032da72-4259-4397-a38c-d6c5727b652e,1624406400000,
7949,c5ba62e9-9fd9-4388-81eb-0b6321edfc67.binning_data.json,4192292,8000,23,2021-04-10 04:00:04.918,com.sec.android.app.shealth,2021-04-09 04:00:04.398,,1.5338418,6430.314,400.3127,7926,j9zBUHWfhn,com.sec.android.app.shealth,0,c5ba62e9-9fd9-4388-81eb-0b6321edfc67.achievement.json,c5ba62e9-9fd9-4388-81eb-0b6321edfc67,1617840000000,
1011,d6e5bace-97f1-4022-a09f-8c9f54eae5c9.binning_data.json,645272,8000,0,2021-07-05 04:00:02.305,com.sec.android.app.shealth,2021-07-05 04:00:02.305,,1.2094567,780.4297,50.479248,1011,Idp7XEd6un,com.sec.android.app.shealth,0,d6e5bace-97f1-4022-a09f-8c9f54eae5c9.achievement.json,d6e5bace-97f1-4022-a09f-8c9f54eae5c9,1625356800000,
6518,ffc5fc95-f039-4774-b84f-bb30bd27eb02.binning_data.json,3467114,8000,26,2021-07-12 12:27:30.104,com.sec.android.app.shealth,2021-07-11 04:40:32.427,ffc5fc95-f039-4774-b84f-bb30bd27eb02.source_info.json,1.505056,5218.2,334.79965,6492,VfS0qUERdZ,com.sec.android.app.shealth,0,ffc5fc95-f039-4774-b84f-bb30bd27eb02.achievement.json,ffc5fc95-f039-4774-b84f-bb30bd27eb02,1625961600000,
2849,808189f4-81ac-4a67-bf5f-739e223dfb56.binning_data.json,1768522,8000,1,2021-05-31 04:00:01.384,com.sec.android.app.shealth,2021-05-31 04:00:01.384,,1.2604103,2229.0645,141.52405,2848,Idp7XEd6un,com.sec.android.app.shealth,0,808189f4-81ac-4a67-bf5f-739e223dfb56.achievement.json,808189f4-81ac-4a67-bf5f-739e223dfb56,1622332800000,
3664,2c0bb5b8-2727-4b8a-b8e3-5d28841e8e9f.binning_data.json,1909146,8000,49,2021-02-09 05:00:04.402,com.sec.android.app.shealth,2021-02-09 05:00:04.402,,1.5567056,2971.98,188.92,3615,j9zBUHWfhn,com.sec.android.app.shealth,0,2c0bb5b8-2727-4b8a-b8e3-5d28841e8e9f.achievement.json,2c0bb5b8-2727-4b8a-b8e3-5d28841e8e9f,1612742400000,
4642,85e63cb6-3c5e-4cae-a516-2c1573c6a228.binning_data.json,2516697,8000,12,2020-12-28 05:00:04.777,com.sec.android.app.shealth,2020-12-27 05:00:04.639,,1.4595346,3673.2075,237.37038,4630,j9zBUHWfhn,com.sec.android.app.shealth,0,85e63cb6-3c5e-4cae-a516-2c1573c6a228.achievement.json,85e63cb6-3c5e-4cae-a516-2c1573c6a228,1608940800000,
8735,ced74290-47d4-4ce0-ae85-44332aec09e0.binning_data.json,4671328,8000,22,2021-07-06 12:01:06.843,com.sec.android.app.shealth,2021-07-05 12:00:19.090,ced74290-47d4-4ce0-ae85-44332aec09e0.source_info.json,1.5024756,7018.5576,439.08295,8713,VfS0qUERdZ,com.sec.android.app.shealth,0,ced74290-47d4-4ce0-ae85-44332aec09e0.achievement.json,ced74290-47d4-4ce0-ae85-44332aec09e0,1625443200000,
5200,83459a5e-bca0-4c20-bae3-88723dc0ae34.binning_data.json,2808082,8000,41,2021-01-13 03:11:02.061,com.sec.android.app.shealth,2021-01-12 13:31:00.705,83459a5e-bca0-4c20-bae3-88723dc0ae34.source_info.json,1.4949056,4197.8184,266.29788,5159,VfS0qUERdZ,com.sec.android.app.shealth,0,83459a5e-bca0-4c20-bae3-88723dc0ae34.achievement.json,83459a5e-bca0-4c20-bae3-88723dc0ae34,1610409600000,
1382,3eed2a17-3cee-4d2b-ba9a-2d4374c33414.binning_data.json,915027,8000,0,2021-03-17 06:00:07.707,com.sec.android.app.shealth,2021-03-10 13:31:30.132,3eed2a17-3cee-4d2b-ba9a-2d4374c33414.source_info.json,1.1565205,1058.2484,69.52628,1382,VfS0qUERdZ,com.sec.android.app.shealth,0,3eed2a17-3cee-4d2b-ba9a-2d4374c33414.achievement.json,3eed2a17-3cee-4d2b-ba9a-2d4374c33414,1615334400000,
3850,669e737b-c388-4ad3-b73f-b436bb1aa929.binning_data.json,2022779,8000,53,2021-05-01 04:00:29.043,com.sec.android.app.shealth,2021-05-01 04:00:29.043,,1.5395465,3114.1626,202.63019,3797,j9zBUHWfhn,com.sec.android.app.shealth,0,669e737b-c388-4ad3-b73f-b436bb1aa929.achievement.json,669e737b-c388-4ad3-b73f-b436bb1aa929,1619740800000,
1858,39b98f69-e244-428a-9797-2889b12b96e3.binning_data.json,1208750,8000,0,2021-07-17 04:15:08.995,com.sec.android.app.shealth,2021-07-17 04:15:08.995,,1.18663,1434.3398,92.90027,1858,Idp7XEd6un,com.sec.android.app.shealth,0,39b98f69-e244-428a-9797-2889b12b96e3.achievement.json,39b98f69-e244-428a-9797-2889b12b96e3,1626393600000,
1805,7e00ec7a-3a62-431a-b2c4-3270c9062455.binning_data.json,1161172,8000,4,2021-04-18 04:00:01.211,com.sec.android.app.shealth,2021-04-18 04:00:01.211,,1.2081715,1402.896,90.37744,1801,Idp7XEd6un,com.sec.android.app.shealth,0,7e00ec7a-3a62-431a-b2c4-3270c9062455.achievement.json,7e00ec7a-3a62-431a-b2c4-3270c9062455,1618617600000,
2958,90209415-6d8e-49e8-b09f-dd3eb44fa26b.binning_data.json,1787731,8000,0,2021-05-26 04:00:01.371,com.sec.android.app.shealth,2021-05-26 04:00:01.371,,1.2964438,2317.6934,146.46472,2958,Idp7XEd6un,com.sec.android.app.shealth,0,90209415-6d8e-49e8-b09f-dd3eb44fa26b.achievement.json,90209415-6d8e-49e8-b09f-dd3eb44fa26b,1621900800000,
2737,23bb369e-6cc1-4413-ad01-ba915e78518a.binning_data.json,1446417,6000,12,2020-11-19 05:00:03.730,com.sec.android.app.shealth,2020-11-18 05:00:03.865,,1.5207875,2199.6943,138.78061,2725,j9zBUHWfhn,com.sec.android.app.shealth,0,23bb369e-6cc1-4413-ad01-ba915e78518a.achievement.json,23bb369e-6cc1-4413-ad01-ba915e78518a,1605571200000,
3064,0faff6c1-ee06-4bd1-a1de-527c6bf3bd1a.binning_data.json,1735757,8000,13,2021-05-25 12:36:37.081,com.sec.android.app.shealth,2021-05-24 12:34:22.627,0faff6c1-ee06-4bd1-a1de-527c6bf3bd1a.source_info.json,1.418202,2461.6548,156.63818,3051,VfS0qUERdZ,com.sec.android.app.shealth,0,0faff6c1-ee06-4bd1-a1de-527c6bf3bd1a.achievement.json,0faff6c1-ee06-4bd1-a1de-527c6bf3bd1a,1621814400000,
611,8651bd2d-a9bc-4fad-b15c-00c933fb4ab9.binning_data.json,402726,8000,0,2020-12-15 05:00:01.602,com.sec.android.app.shealth,2020-12-10 05:00:01.676,,1.1767062,473.89062,30.54248,611,Idp7XEd6un,com.sec.android.app.shealth,0,8651bd2d-a9bc-4fad-b15c-00c933fb4ab9.achievement.json,8651bd2d-a9bc-4fad-b15c-00c933fb4ab9,1607472000000,
7020,5a0fae98-a6dc-4e30-90a5-6963dd1f17e7.binning_data.json,3681295,6000,54,2020-10-30 13:14:01.673,com.sec.android.app.shealth,2020-10-30 13:14:01.673,5a0fae98-a6dc-4e30-90a5-6963dd1f17e7.source_info.json,1.4313413,5269.19,259.61,6966,VfS0qUERdZ,com.sec.android.app.shealth,0,5a0fae98-a6dc-4e30-90a5-6963dd1f17e7.achievement.json,5a0fae98-a6dc-4e30-90a5-6963dd1f17e7,1601769600000,
4441,56d6256e-3fcb-44f3-b61f-d7ebe9270d25.binning_data.json,2437557,6000,25,2020-11-28 14:59:53.278,com.sec.android.app.shealth,2020-11-27 12:28:32.049,56d6256e-3fcb-44f3-b61f-d7ebe9270d25.source_info.json,1.4569654,3551.4375,225.94974,4416,VfS0qUERdZ,com.sec.android.app.shealth,0,56d6256e-3fcb-44f3-b61f-d7ebe9270d25.achievement.json,56d6256e-3fcb-44f3-b61f-d7ebe9270d25,1606435200000,
6729,ecbb1b0b-3d54-4131-9ee9-f2e2fda55ded.binning_data.json,4218858,8000,0,2021-03-17 05:59:20.136,com.sec.android.app.shealth,2021-03-16 09:16:56.143,ecbb1b0b-3d54-4131-9ee9-f2e2fda55ded.source_info.json,1.2394599,5229.1064,335.2936,6729,VfS0qUERdZ,com.sec.android.app.shealth,0,ecbb1b0b-3d54-4131-9ee9-f2e2fda55ded.achievement.json,ecbb1b0b-3d54-4131-9ee9-f2e2fda55ded,1615852800000,
1194,59ee5b53-cc95-4b30-b4ce-51ddaf12258c.binning_data.json,763939,8000,0,2021-02-28 05:00:01.791,com.sec.android.app.shealth,2021-02-28 05:00:01.791,,1.2175862,930.1615,59.306435,1194,Idp7XEd6un,com.sec.android.app.shealth,0,59ee5b53-cc95-4b30-b4ce-51ddaf12258c.achievement.json,59ee5b53-cc95-4b30-b4ce-51ddaf12258c,1614384000000,
7703,40934fc2-30f7-4dae-a543-c51bb6958999.binning_data.json,4223165,8000,22,2020-12-20 05:02:29.594,com.sec.android.app.shealth,2020-12-19 05:00:04.257,,1.4542321,6141.462,388.11652,7681,j9zBUHWfhn,com.sec.android.app.shealth,0,40934fc2-30f7-4dae-a543-c51bb6958999.achievement.json,40934fc2-30f7-4dae-a543-c51bb6958999,1608249600000,
9612,7d7b1bec-855e-4340-bf9e-85d486f46311.binning_data.json,4973139,8000,53,2021-02-02 03:14:23.862,com.sec.android.app.shealth,2021-02-01 13:28:22.977,7d7b1bec-855e-4340-bf9e-85d486f46311.source_info.json,1.5710905,7813.2524,486.273,9559,VfS0qUERdZ,com.sec.android.app.shealth,0,7d7b1bec-855e-4340-bf9e-85d486f46311.achievement.json,7d7b1bec-855e-4340-bf9e-85d486f46311,1612137600000,
5089,98759d60-b6e7-47c0-b0bc-7b1d24435199.binning_data.json,3127920,8000,18,2021-03-20 07:02:26.382,com.sec.android.app.shealth,2021-03-13 14:32:17.048,98759d60-b6e7-47c0-b0bc-7b1d24435199.source_info.json,1.2849447,4019.2043,258.51178,5071,VfS0qUERdZ,com.sec.android.app.shealth,0,98759d60-b6e7-47c0-b0bc-7b1d24435199.achievement.json,98759d60-b6e7-47c0-b0bc-7b1d24435199,1615593600000,
5702,03b74204-4e9d-4978-a95c-b9c84591faec.binning_data.json,3669850,8000,1,2021-06-28 04:00:02.134,com.sec.android.app.shealth,2021-06-28 04:00:02.134,,1.2163781,4463.926,289.89355,5701,Idp7XEd6un,com.sec.android.app.shealth,0,03b74204-4e9d-4978-a95c-b9c84591faec.achievement.json,03b74204-4e9d-4978-a95c-b9c84591faec,1624752000000,
2218,77ea7e0d-5f59-4a84-991e-ca1b6c46c082.binning_data.json,1234672,6000,15,2020-12-06 03:31:36.410,com.sec.android.app.shealth,2020-12-05 14:30:18.173,77ea7e0d-5f59-4a84-991e-ca1b6c46c082.source_info.json,1.4396214,1777.4613,113.7565,2203,VfS0qUERdZ,com.sec.android.app.shealth,0,77ea7e0d-5f59-4a84-991e-ca1b6c46c082.achievement.json,77ea7e0d-5f59-4a84-991e-ca1b6c46c082,1607126400000,
2211,c7eb1f53-f03c-4680-a542-ce94af69da14.binning_data.json,1211434,8000,15,2021-02-12 05:00:04.410,com.sec.android.app.shealth,2021-02-11 05:00:04.447,,1.4619015,1770.9973,114.61169,2196,j9zBUHWfhn,com.sec.android.app.shealth,0,c7eb1f53-f03c-4680-a542-ce94af69da14.achievement.json,c7eb1f53-f03c-4680-a542-ce94af69da14,1612915200000,
4255,a923abf0-ef55-4116-b2e2-a33b8c4f7c84.binning_data.json,2327010,8000,30,2021-05-08 04:05:25.851,com.sec.android.app.shealth,2021-05-08 04:05:25.851,,1.4629086,3404.2034,216.06252,4225,j9zBUHWfhn,com.sec.android.app.shealth,0,a923abf0-ef55-4116-b2e2-a33b8c4f7c84.achievement.json,a923abf0-ef55-4116-b2e2-a33b8c4f7c84,1620345600000,
1139,0627681c-2617-4553-b043-44f13a3d4830.binning_data.json,698012,8000,0,2021-06-19 04:00:01.993,com.sec.android.app.shealth,2021-06-19 04:00:01.993,,1.3288627,927.5625,60.19812,1139,Idp7XEd6un,com.sec.android.app.shealth,0,0627681c-2617-4553-b043-44f13a3d4830.achievement.json,0627681c-2617-4553-b043-44f13a3d4830,1623974400000,
814,a915888d-1db8-4454-a555-62871e5c22a4.binning_data.json,520558,8000,0,2021-05-04 04:00:01.583,com.sec.android.app.shealth,2021-05-04 04:00:01.583,,1.2373945,644.1367,41.81421,814,Idp7XEd6un,com.sec.android.app.shealth,0,a915888d-1db8-4454-a555-62871e5c22a4.achievement.json,a915888d-1db8-4454-a555-62871e5c22a4,1620000000000,
2236,593e27e4-1df2-47a9-a371-d42150f712f0.binning_data.json,1215516,8000,22,2021-02-04 13:36:37.707,com.sec.android.app.shealth,2021-02-03 13:09:28.490,593e27e4-1df2-47a9-a371-d42150f712f0.source_info.json,1.4705946,1787.5323,116.37212,2214,VfS0qUERdZ,com.sec.android.app.shealth,0,593e27e4-1df2-47a9-a371-d42150f712f0.achievement.json,593e27e4-1df2-47a9-a371-d42150f712f0,1612310400000,
3273,fcb108d8-ebaa-4172-a6ec-8f14435aaf1a.binning_data.json,1898192,8000,71,2021-06-16 04:00:02.192,com.sec.android.app.shealth,2021-06-16 04:00:02.192,,1.36968,2599.916,166.60364,3202,Idp7XEd6un,com.sec.android.app.shealth,0,fcb108d8-ebaa-4172-a6ec-8f14435aaf1a.achievement.json,fcb108d8-ebaa-4172-a6ec-8f14435aaf1a,1623715200000,
4337,23561d65-1943-4902-82f9-0922c882cf9a.binning_data.json,2436780,8000,40,2021-04-05 12:29:28.170,com.sec.android.app.shealth,2021-04-04 14:05:25.238,23561d65-1943-4902-82f9-0922c882cf9a.source_info.json,1.4219842,3465.064,226.86322,4297,VfS0qUERdZ,com.sec.android.app.shealth,0,23561d65-1943-4902-82f9-0922c882cf9a.achievement.json,23561d65-1943-4902-82f9-0922c882cf9a,1617494400000,
